,city,lon,lat,country,max temp,pressure,humidity,wind speed,cloudiness,date_in
285,Rio Grande,-52.0986,-32.035,BR,71.71,1023,65,10.45,16,1634662135
286,Camacupa,17.4833,-12.0167,AO,69.71,1010,63,6.26,92,1634662135
287,Arcata,-124.0828,40.8665,US,56.93,1011,66,7.0,1,1634662136
288,Aklavik,-135.0107,68.2191,CA,16.63,1010,96,5.93,81,1634662136
289,Vilhena,-60.1458,-12.7406,BR,82.62,1017,69,11.5,40,1634662136
290,Lata,-8.3327,40.1629,PT,82.04,1021,61,6.15,13,1634662074
291,Saint-Leu,55.2833,-21.15,RE,74.26,1021,96,6.73,70,1634662137
292,Santa Barbara,-120.0343,34.7333,US,59.31,1018,57,0.0,1,1634662138
293,Terrace,-128.6035,54.5163,CA,39.11,1011,75,18.41,90,1634662072
294,Yumen,97.2,40.2833,CN,41.43,1025,30,8.34,100,1634662138
295,Hambantota,81.1185,6.1241,LK,79.93,1012,78,11.63,46,1634662139
296,Vila Velha,-40.2925,-20.3297,BR,76.95,1015,83,9.22,90,1634662120
297,Xique-Xique,-42.7263,-10.8218,BR,90.12,1009,38,8.37,57,1634662140
298,Lagoa,-27.9833,39.05,PT,68.27,1020,71,14.29,2,1634662140
299,Nador,-2.9287,35.174,MA,73.47,1023,83,8.05,75,1634662141
300,Hondomachi-hondo,130.2,32.45,JP,61.95,1017,60,15.93,99,1634662142
301,Guajará,-57.6667,-2.9667,BR,95.56,1009,38,1.95,98,1634662143
302,Kabare,28.8242,-2.4683,CD,63.72,1014,95,0.76,96,1634662143
303,Gizo Government Station,156.8419,-8.103,SB,81.66,1010,76,5.48,31,1634662144
304,Kungurtug,97.5228,50.5994,RU,24.89,1036,77,2.55,7,1634662144
305,Honningsvåg,25.9704,70.9821,NO,29.95,1014,93,5.75,90,1634662145
306,Najrān,44.1277,17.4924,SA,81.25,1017,16,5.08,7,1634662062
307,Dolinsk,142.8,47.35,RU,30.06,1017,82,9.46,100,1634662146
308,Kuala Lipis,102.0468,4.1842,MY,75.02,1014,97,0.65,100,1634662146
309,Navlya,34.4989,52.8281,RU,39.34,1022,68,5.86,100,1634662147
310,Caravelas,-39.2481,-17.7125,BR,84.65,1012,57,11.56,73,1634662147
311,Diego de Almagro,-70.05,-26.3667,CL,79.16,1013,13,11.88,1,1634662147
312,Desaguadero,-69.0417,-16.5656,PE,58.6,1012,42,14.09,89,1634662148
313,Balkhash,74.9804,46.844,KZ,49.5,1017,47,6.26,0,1634662149
314,Buguruslan,52.442,53.6554,RU,40.93,1011,62,4.79,100,1634662149
315,Port Moresby,147.1797,-9.4431,PG,74.62,1010,94,5.75,40,1634662150
316,Marabu,114.0089,4.4148,MY,75.34,1013,94,2.3,40,1634662150
317,Eilat,34.9482,29.5581,IL,80.44,1015,44,6.91,0,1634662151
318,Tāybād,60.7756,34.74,IR,62.78,1016,11,7.74,0,1634662151
319,Pringsewu,104.9744,-5.3582,ID,75.9,1014,91,6.26,63,1634662152
320,Angoche,39.9086,-16.2325,MZ,77.59,1017,77,7.83,4,1634662152
321,Shaowu,117.4831,27.3409,CN,60.6,1020,98,0.76,100,1634662153
322,Ceres,-120.9577,37.5949,US,58.57,1018,74,5.91,57,1634662153
323,Walvis Bay,14.5053,-22.9575,NA,61.75,1014,72,8.05,0,1634662154
324,Fortuna,-124.1573,40.5982,US,56.66,1012,67,4.0,1,1634662154
325,Lebu,-73.65,-37.6167,CL,60.94,1014,70,10.98,0,1634662155
326,Kurmanayevka,52.0675,52.5093,RU,44.73,1011,47,6.22,100,1634662155
327,Griffith,-87.4237,41.5284,US,72.03,1020,56,3.0,1,1634662155
328,Eydhafushi,73.0708,5.1033,MV,82.26,1014,71,11.54,22,1634662156
329,Herat Province,62.0,34.5,AF,63.45,1015,11,7.83,0,1634662156
330,Fethiye,29.1164,36.6217,TR,67.87,1020,62,2.28,7,1634662157
331,Benghazi,20.0667,32.1167,LY,72.95,1023,61,17.63,57,1634662157
332,Peterhead,-1.7981,57.5058,GB,58.12,995,95,18.79,100,1634662158
333,Saskylakh,114.0833,71.9167,RU,21.11,997,97,1.41,100,1634662158
334,Abay,72.8539,49.6311,KZ,46.85,1018,28,7.63,4,1634662158
335,Kamiiso,140.65,41.8167,JP,51.39,1005,93,6.93,100,1634662159
336,Mossamedes,12.1522,-15.1961,AO,67.12,1011,85,12.26,25,1634661941
337,Farafangana,47.8333,-22.8167,MG,73.76,1020,85,8.14,17,1634662160
338,Senneterre,-77.2328,48.3835,CA,50.22,1009,59,7.05,27,1634662160
339,Spirovo,34.9766,57.419,RU,33.94,1018,84,10.83,99,1634662161
340,Hay River,-115.7999,60.8156,CA,30.18,1022,69,8.05,40,1634662161
341,Chitungwiza,31.0756,-18.0127,ZW,63.45,1020,71,10.07,100,1634662162
342,Xixiang,112.865,35.1628,CN,49.14,1029,88,1.41,100,1634662162
343,Ishigaki,124.1572,24.3448,JP,77.36,1017,67,15.1,95,1634662163
344,Kimbe,150.1429,-5.5502,PG,74.91,1011,90,3.44,42,1634662163
345,Amahai,128.9167,-3.3333,ID,79.21,1012,87,2.06,91,1634662163
346,Inhambane,35.3833,-23.865,MZ,64.38,1021,88,3.0,75,1634661920
347,Mucuri,-39.5508,-18.0864,BR,80.69,1012,72,11.9,95,1634662164
348,Pokhara,83.9833,28.2333,NP,67.82,1013,96,1.68,100,1634662057
349,Sengiley,48.7944,53.9622,RU,41.07,1013,68,6.35,100,1634662165
350,Arraial do Cabo,-42.0278,-22.9661,BR,69.76,1018,88,4.61,75,1634662165
351,Chumikan,135.315,54.7183,RU,25.07,1018,82,16.89,26,1634662166
352,Narsaq,-46.05,60.9167,GL,50.22,1022,45,0.85,8,1634662166
353,Salalah,54.0924,17.0151,OM,78.89,1012,83,8.05,20,1634662167
354,Mehamn,27.8492,71.0357,NO,31.91,1013,86,5.75,40,1634662167
355,Acapulco de Juárez,-99.8901,16.8634,MX,85.82,1013,74,0.0,90,1634662167
356,Keti Bandar,67.4497,24.1447,PK,80.69,1012,61,9.84,0,1634662168
357,Mahébourg,57.7,-20.4081,MU,74.25,1021,78,9.22,75,1634661877
358,Qaqortoq,-46.0333,60.7167,GL,50.5,1022,47,1.66,19,1634662169
359,Misratah,15.0925,32.3754,LY,72.19,1023,64,11.52,70,1634662169
360,Bestöbe,73.0975,52.4994,KZ,45.57,1018,50,9.19,9,1634662170
361,Leshukonskoye,45.7622,64.8989,RU,33.69,1004,85,10.0,66,1634662170
362,Nioro,-15.75,13.35,GM,96.26,1008,36,3.56,85,1634662170
363,Grindavik,-22.4338,63.8424,IS,42.75,1005,70,29.93,0,1634661960
364,Chifeng,118.9636,42.2683,CN,36.43,1028,36,4.79,0,1634662171
365,Borculo,6.5222,52.1158,NL,64.06,1014,94,14.0,79,1634662172
366,Rasskazovo,41.9033,52.6714,RU,37.13,1017,88,8.84,100,1634662172
367,Kiryat Gat,34.7642,31.61,IL,74.08,1020,13,5.95,49,1634662172
368,Along,94.7667,28.1667,IN,71.29,1015,99,1.63,100,1634662173
369,Boa Vista,-60.6733,2.8197,BR,85.98,1013,62,6.91,75,1634662173
370,Porto Santo,-16.3415,33.072,PT,77.38,1020,69,4.61,0,1634662174
371,Uni,51.4923,57.7535,RU,31.46,1010,85,6.62,88,1634662174
372,Khovd,91.6419,48.0056,MN,34.68,1028,51,0.63,0,1634662175
373,Antofagasta,-70.4,-23.65,CL,67.21,1018,55,7.14,11,1634662083
374,Tessalit,1.0114,20.1986,ML,91.11,1010,8,14.79,2,1634662175
375,Maţāy,30.7792,28.419,EG,78.06,1019,35,11.45,17,1634662176
376,Binzhou,118.0167,37.3667,CN,46.4,1029,57,2.01,100,1634662176
377,Dudinka,86.1778,69.4058,RU,30.25,1006,94,10.02,91,1634662177
378,Green River,-109.4662,41.5286,US,38.19,1008,69,1.01,99,1634662177
379,Honiara,159.95,-9.4333,SB,76.91,1011,86,3.02,31,1634662178
380,Katsuura,140.3,35.1333,JP,55.51,1006,82,10.83,100,1634662178
381,Mogadishu,45.3438,2.0371,SO,79.02,1014,85,10.04,100,1634662179
382,Baykit,96.37,61.67,RU,36.91,1021,95,5.26,100,1634662179
383,College,-147.8028,64.8569,US,31.66,997,74,3.44,75,1634661978
384,Trzebiatów,15.2648,54.0615,PL,55.67,1015,74,13.8,100,1634662180
385,Oranjemund,16.4333,-28.55,NA,68.77,1008,41,22.41,19,1634662180
386,Goderich,-81.7165,43.7501,CA,65.21,1019,67,9.22,0,1634662181
387,Yangi Marg`ilon,71.7189,40.4272,UZ,56.12,1017,58,9.22,69,1634662053
388,Johnstown,-78.922,40.3267,US,68.09,1021,56,18.41,1,1634662182
389,Arrondissement de Mende,3.5,44.6667,FR,46.09,1025,87,5.21,86,1634662182
390,Myślenice,19.9383,49.8338,PL,55.38,1024,75,5.19,73,1634662182
391,Burnie,145.9167,-41.0667,AU,44.94,1027,72,8.88,50,1634662183
392,Osoyoos,-119.4524,49.0331,CA,48.34,1017,87,0.0,30,1634662159
393,Ruwi,58.5507,23.5996,OM,87.49,1010,43,7.83,4,1634662183
394,Mufumbwe,24.8,-13.6833,ZM,72.91,1012,61,8.88,50,1634662184
395,Lākheri,76.1667,25.6667,IN,77.7,1011,55,0.98,46,1634662184
396,Snyder,-100.9176,32.7179,US,76.51,1016,56,18.41,1,1634662185
397,Mayumba,10.6554,-3.432,GA,76.82,1011,82,7.02,100,1634662186
398,Bayan,127.4,46.0833,CN,30.0,1024,56,5.48,20,1634662186
399,Srednekolymsk,153.6833,67.45,RU,-6.79,1013,98,6.11,32,1634662186
400,Ziro,93.8333,27.6333,IN,56.32,1016,99,0.94,100,1634662187
401,Manono,27.4167,-7.3,CD,75.06,1010,79,4.23,74,1634662079
402,Portland,-122.6762,45.5234,US,55.11,1011,85,1.99,75,1634662188
403,San Quintín,-115.95,30.4833,MX,64.38,1017,62,10.29,44,1634661972
404,Saint George,-113.5841,37.1041,US,59.47,1022,47,1.99,0,1634662100
405,Kailua,-157.7394,21.4022,US,75.18,1017,71,10.36,20,1634662110
406,Goma,29.2228,-1.6792,CD,65.44,1014,90,1.14,94,1634662189
407,Ketchikan,-131.6461,55.3422,US,54.07,1005,32,24.16,90,1634662009
408,Catuday,119.8062,16.2923,PH,79.65,1012,81,6.4,78,1634662189
409,Muhoroni,35.1988,-0.1541,KE,75.56,1014,92,4.72,94,1634662190
410,Taksimo,114.8794,56.3444,RU,30.18,1026,62,2.06,100,1634662190
411,Singosari,112.6658,-7.8924,ID,74.75,1016,92,3.04,82,1634662191
412,Borogontsy,131.1683,62.6683,RU,15.49,1014,94,3.58,100,1634662191
413,Kudahuvadhoo,72.8944,2.6708,MV,81.86,1014,76,11.23,7,1634662192
414,Nelson Bay,152.15,-32.7167,AU,59.11,1014,83,1.01,97,1634662192
415,Nishihara,127.7558,26.1842,JP,72.68,1017,78,5.75,75,1634662193
416,Port Blair,92.75,11.6667,IN,81.05,1014,83,9.24,26,1634662091
417,Ahipara,173.1667,-35.1667,NZ,52.25,1024,90,5.37,65,1634662193
418,Dolores,-57.6792,-36.3132,AR,69.12,1022,45,5.12,1,1634662194
419,Cananéia,-47.9267,-25.0147,BR,64.83,1020,80,9.13,100,1634662194
420,Arlit,7.3853,18.7369,NE,96.62,1007,11,3.6,98,1634662195
421,Nouadhibou,-17.0347,20.931,MR,80.58,1013,61,11.5,40,1634662195
422,Crib Point,145.2,-38.35,AU,53.6,1022,89,17.87,14,1634662195
423,Verkhoyansk,133.385,67.5447,RU,8.2,1008,95,3.56,100,1634662196
424,Turan,108.2208,16.0678,VN,76.98,1016,94,2.3,40,1634662196
425,Kruisfontein,24.7314,-34.0033,ZA,61.88,1024,71,12.77,0,1634662197
426,Kyra,111.9753,49.5776,RU,29.08,1028,70,5.23,3,1634662197
427,Great Yarmouth,1.7305,52.6083,GB,66.45,1009,76,20.74,98,1634662198
428,Santa Cruz de La Palma,-17.7642,28.6835,ES,80.74,1018,32,11.5,100,1634662198
429,Novoagansk,76.6625,61.9449,RU,44.65,1007,73,14.47,100,1634662199
430,Celestún,-90.4,20.8667,MX,86.32,1014,57,1.66,100,1634662199
431,Cetraro,15.9416,39.5166,IT,62.24,1028,80,4.34,8,1634662199
432,Ţahţā,31.5021,26.7693,EG,82.72,1017,27,17.43,6,1634662200
433,Jaqué,-78.1703,7.5175,PA,76.84,1012,92,4.56,100,1634662201
434,Kokkola,23.1307,63.8385,FI,33.04,1014,80,3.0,0,1634662202
435,Kumul,93.45,42.8,CN,55.06,1021,23,0.87,1,1634662203
436,Luwuk,122.7875,-0.9516,ID,77.92,1013,85,3.42,79,1634662203
437,Ambovombe,46.0833,-25.1667,MG,68.59,1021,81,13.15,100,1634662204
438,Oussouye,-16.5469,12.485,SN,95.18,1009,52,11.25,57,1634662205
439,Ürümqi,87.6005,43.801,CN,45.55,1021,49,6.71,0,1634662206
440,Phanom Thuan,99.6986,14.1303,TH,81.18,1014,89,2.37,48,1634662207
441,Dondo,34.7431,-19.6094,MZ,70.16,1022,82,11.07,100,1634662208
442,Comodoro Rivadavia,-67.5,-45.8667,AR,76.86,1015,22,10.36,0,1634662208
443,Batagay-Alyta,130.4114,67.8006,RU,9.52,1006,95,3.27,100,1634662209
444,Coyhaique,-72.0662,-45.5752,CL,66.81,1016,52,6.91,40,1634662142
445,Vao,167.4833,-22.6667,NC,72.63,1014,89,14.83,100,1634662210
446,Dalbandin,64.4101,28.8947,PK,72.39,1014,7,5.48,0,1634662210
447,Sibu,111.8167,2.3,MY,75.51,1015,100,1.01,40,1634662211
448,Ust-Nera,143.2,64.5667,RU,-6.14,1019,98,4.47,56,1634662211
449,Los Llanos de Aridane,-17.9182,28.6585,ES,76.75,1015,71,11.5,100,1634662212
450,Praia,-23.5087,14.9215,CV,91.94,1012,38,18.41,0,1634662212
451,Zhezkazgan,67.7144,47.8043,KZ,50.59,1015,30,7.85,38,1634662212
452,Tautira,-149.15,-17.7333,PF,78.82,1018,77,18.12,67,1634662213
453,Pitimbu,-34.8086,-7.4706,BR,86.59,1012,69,11.68,57,1634662214
454,Kalmunai,81.8167,7.4167,LK,81.34,1012,78,2.57,51,1634662214
455,Mońki,22.7979,53.405,PL,44.67,1022,87,10.31,100,1634662215
456,Wewak,143.6268,-3.5534,PG,79.2,1010,86,3.38,100,1634662215
457,Tubmanburg,-10.8172,6.8708,LR,80.06,1011,84,4.47,95,1634662216
458,Coquimbo,-71.3436,-29.9533,CL,56.93,1017,82,11.5,90,1634662163
459,Nuevo Progreso,-97.95,23.1667,MX,83.89,1019,59,5.99,0,1634661976
460,Port Lincoln,135.8667,-34.7333,AU,61.83,1012,63,23.38,100,1634662217
461,Ugoofaaru,73.0,5.6667,MV,82.31,1014,70,11.34,33,1634662217
462,Weiser,-116.9693,44.251,US,55.31,1014,54,3.42,0,1634662217
463,Noumea,166.4572,-22.2763,NC,71.58,1014,87,4.16,100,1634662218
464,Mattru,-11.8332,7.6244,SL,80.28,1011,87,4.5,69,1634662218
465,Meadow Lake,-106.5436,34.8014,US,64.62,1014,42,13.91,19,1634662219
466,Sakon Nakhon,104.1472,17.1612,TH,73.53,1015,91,4.59,81,1634662219
467,Faya,42.4509,18.3851,SA,70.32,1018,24,10.4,33,1634662219
468,Roebourne,117.1333,-20.7833,AU,71.42,1015,48,13.76,99,1634662220
469,Amantea,16.0746,39.1332,IT,66.15,1027,69,4.29,3,1634662220
470,Aktau,51.2,43.65,KZ,55.98,1018,72,12.15,100,1634662221
471,Bodden Town,-81.25,19.2833,KY,82.4,1016,90,5.75,75,1634662221
472,Gigmoto,124.39,13.7796,PH,80.37,1013,86,6.13,95,1634662222
473,Windhoek,17.0832,-22.5594,NA,86.49,1019,10,6.91,0,1634662222
474,Esmeraldas,-44.3139,-19.7625,BR,78.91,1013,67,4.92,98,1634662223
475,Elena,25.8833,42.9333,BG,59.11,1030,73,1.48,82,1634662223
476,Salinópolis,-47.3561,-0.6136,BR,84.74,1010,70,11.48,23,1634662224
477,Palatka,-81.6376,29.6486,US,81.07,1013,52,6.91,34,1634662185
478,Broken Arrow,-95.7908,36.0526,US,71.92,1016,57,7.0,1,1634661968
479,Bystryy Istok,84.3873,52.371,RU,39.83,1024,80,5.06,52,1634662225
480,Fivizzano,10.126,44.2383,IT,61.43,1028,88,0.49,100,1634662226
481,Hasaki,140.8333,35.7333,JP,55.69,1006,87,12.48,100,1634662227
482,Tegul'det,88.1667,57.3064,RU,36.07,1025,92,5.08,48,1634662227
483,Barra do Corda,-45.25,-5.5,BR,93.96,1009,41,5.41,21,1634662228
484,Arkansas City,-97.0384,37.062,US,70.57,1015,56,18.41,1,1634662200
485,Guadalajara,-103.3333,20.6667,MX,73.42,882,69,0.0,40,1634662025
486,Krasnosel'kup,82.4667,65.7,RU,35.94,1007,95,14.58,100,1634662229
487,Predivinsk,93.4378,57.0669,RU,36.39,1027,91,4.18,87,1634662230
488,Palembang,104.7458,-2.9167,ID,74.05,1013,96,2.39,77,1634662231
489,Camacha,-16.3333,33.0833,PT,74.62,1020,69,4.61,0,1634662231
490,Āsosa,34.5333,10.0667,ET,64.17,1013,78,5.46,90,1634662226
491,Mahibadhoo,72.9667,3.7833,MV,82.51,1014,74,12.82,7,1634662232
492,Haicheng,122.7475,40.8516,CN,36.19,1028,50,2.62,0,1634662232
493,San Felipe,-68.7425,10.3399,VE,94.66,1010,40,4.74,45,1634662233
494,Jega,4.3792,12.2175,NG,88.09,1008,52,7.31,56,1634662233
495,Sobolevo,31.8996,54.4299,RU,33.26,1023,70,7.76,39,1634661983
496,Reconquista,-59.65,-29.15,AR,83.39,1018,18,6.55,0,1634662234
497,Piaçabuçu,-36.4344,-10.4056,BR,83.12,1012,66,12.03,99,1634662234
498,Chabahar,60.643,25.2919,IR,79.86,1011,73,3.42,0,1634662235
499,Paphos,32.4167,34.7667,CY,73.31,1018,64,3.44,20,1634662235
500,São Filipe,-24.4956,14.8961,CV,82.24,1012,64,4.7,5,1634662236
501,El Salvador,-88.9167,13.8333,SV,75.9,1014,78,2.89,100,1634662236
502,Turukhansk,87.9833,65.8167,RU,34.74,1012,96,7.43,100,1634662237
503,Soloneshnoye,84.3197,51.6544,RU,40.84,1024,61,4.88,12,1634662237
504,Kita,-9.4895,13.0349,ML,95.79,1007,26,1.43,58,1634662238
505,Batié,-2.9167,9.8833,BF,81.93,1009,72,1.52,86,1634662238
506,Gorontalo,123.0595,0.5412,ID,75.65,1012,94,2.1,81,1634662239
507,Abnūb,31.1511,27.2696,EG,82.62,1018,31,15.68,11,1634662239
508,Gejiu,103.1635,23.306,CN,54.77,1017,98,4.79,86,1634662240
509,Gazojak,61.4036,41.1875,TM,61.12,1015,16,0.83,30,1634662240
510,Omboué,9.2618,-1.5746,GA,77.34,1011,80,7.09,100,1634662241
511,Horta,-28.6333,38.5333,PT,73.04,1020,60,12.66,40,1634662242
512,Kokstad,29.4241,-30.5472,ZA,50.22,1026,82,4.7,35,1634662243
513,Duluth,-92.1066,46.7833,US,66.54,1012,56,4.0,1,1634662154
514,Saint-Paul,55.2707,-21.0096,RE,75.31,1022,96,2.93,79,1634662243
515,Bud,-86.1758,39.447,US,68.85,1022,49,7.05,16,1634662244
516,Babylon,-73.3257,40.6957,US,63.52,1014,55,3.0,1,1634662244
517,Ixtapa,-105.2,20.7,MX,85.23,1010,76,4.0,12,1634662245
518,Magadan,150.8,59.5667,RU,12.02,1010,59,7.74,1,1634662245
519,Pemangkat,108.9667,1.1667,ID,77.52,1013,86,3.71,100,1634662246
520,Sinnamary,-52.95,5.3833,GF,84.0,1011,70,7.94,100,1634662246
521,Makakilo City,-158.0858,21.3469,US,73.72,1018,75,6.91,1,1634662017
522,Bolu Province,31.5833,40.6667,TR,47.03,1027,89,4.07,88,1634662247
523,Sault Ste. Marie,-84.3333,46.5168,CA,64.96,1015,82,3.44,20,1634662189
524,Garden City,-83.331,42.3256,US,72.34,1019,54,3.0,20,1634662248
525,Tigil',158.6667,57.8,RU,23.76,1006,90,12.82,99,1634662248
526,Fort Nelson,-122.7002,58.8053,CA,17.19,1016,93,0.0,75,1634662249
527,Kavieng,150.7967,-2.5744,PG,82.45,1010,74,7.81,18,1634662249
528,Ust-Maya,134.5333,60.4167,RU,13.28,1018,80,3.29,94,1634662250
529,Gazli,63.45,40.1333,UZ,63.88,1015,16,4.18,10,1634662250
530,Butiá,-51.9622,-30.1197,BR,73.96,1020,39,6.42,3,1634662250
531,Moerai,-151.3333,-22.4333,PF,75.9,1017,86,19.06,100,1634662251
532,Sokur,83.319,55.2093,RU,36.99,1025,75,6.11,34,1634662251
533,South Kazakhstan Region,68.0,43.0,KZ,60.31,1015,21,6.24,72,1634662252
534,Geraldton,114.6,-28.7667,AU,61.21,1012,82,19.57,90,1634662253
535,Siddharthanagar,83.45,27.5,NP,73.85,1010,96,6.67,100,1634662253
536,Huanren,125.3667,41.2647,CN,29.59,1028,64,2.59,0,1634662254
537,Bilibino,166.4372,68.0546,RU,3.45,1005,96,3.47,100,1634662254
538,Dukat,155.55,62.55,RU,-1.68,1011,97,4.79,100,1634662255
539,San Blas,-105.2667,21.5167,MX,85.84,1013,65,3.27,23,1634662255
540,Daru,143.2092,-9.0763,PG,79.25,1010,86,9.53,13,1634662255
541,Challapata,-66.7667,-18.9,BO,59.58,1013,25,11.34,19,1634662256
542,Tyrma,132.1667,50.0833,RU,17.56,1022,94,2.01,78,1634662256
543,Esim,-2.2405,4.8699,GH,80.92,1011,77,9.75,98,1634662257
544,Lamu,40.902,-2.2717,KE,80.82,1014,84,12.64,87,1634662239
545,Itarema,-39.9167,-2.9248,BR,88.23,1009,57,17.31,46,1634662191
546,Teacapan,-105.75,22.55,MX,85.19,1013,69,1.57,28,1634662257
547,Lac du Bonnet,-96.0612,50.2536,CA,43.9,1019,73,13.29,100,1634662258
548,Latung,120.8833,5.5,PH,83.19,1011,77,7.52,100,1634662258
549,Muskegon,-86.1334,43.3,US,70.21,1019,71,11.5,75,1634662259
550,Kaeo,173.7833,-35.1,NZ,52.32,1025,94,5.12,35,1634662054
551,Tahoua,5.2692,14.8888,NE,100.38,1008,22,9.22,0,1634662259
552,Jalu,21.5482,29.0331,LY,77.79,1021,33,12.01,98,1634662260
553,Morehead,-87.1764,37.2711,US,71.83,1032,49,0.0,1,1634662260
554,Igrim,64.4162,63.1906,RU,38.17,998,71,12.1,98,1634662261
555,Jutaí,-68.9,-5.1833,BR,75.4,1013,95,2.68,100,1634662262
556,Tirau,175.75,-37.9833,NZ,51.28,1025,97,1.34,100,1634662262
557,Chhoti Sādri,74.7,24.3833,IN,72.5,1012,51,3.53,8,1634662263
558,Prestea,-2.1428,5.4327,GH,79.14,1011,85,5.23,94,1634662263
559,Tingi,35.0333,-11.3,TZ,72.28,1015,48,5.61,97,1634662264
560,Emba,58.1442,48.8264,KZ,54.7,1010,29,6.76,51,1634662264
561,Bathsheba,-59.5167,13.2167,BB,88.41,1013,66,16.11,40,1634662265
562,Kodinsk,99.1844,58.6881,RU,34.9,1026,97,3.98,100,1634662265
563,Yerbogachën,108.0108,61.2767,RU,33.69,1019,88,10.92,100,1634662266
564,Kemijärvi,27.4306,66.7131,FI,26.98,1016,80,2.3,63,1634662266
565,Yulara,130.9889,-25.2406,AU,73.24,1011,27,0.0,12,1634662266
566,Maniitsoq,-52.9,65.4167,GL,36.41,1022,51,2.19,12,1634662267
567,Kitakami,141.1167,39.2833,JP,51.06,1006,93,1.05,96,1634662267
568,Invermere,-116.0354,50.5167,CA,49.08,1018,59,4.18,3,1634662268
569,Pasni,63.471,25.2631,PK,79.99,1011,73,7.0,0,1634662268
570,Mustla,25.8584,58.2343,EE,34.07,1021,74,5.14,100,1634662269
571,Porto Murtinho,-57.8825,-21.6989,BR,88.47,1014,21,9.26,3,1634662269
572,Dosso,3.1937,13.049,NE,91.18,1008,43,8.05,62,1634662270
